Arist(s) Name|Track Name|Album Name|Length|SpotifyID|ISRC|Release Date|Popularity
Edward Maya; Vika Jigulina | Stereo Love - Radio Edit | Stereo Love | 00:03:04 | 5RfBhOGNbbXT5LiIvbHLhN | ROCMA0901772 | 2010-02-02 | 1
USHER; Lil Jon; Ludacris | Yeah! (feat. Lil Jon & Ludacris) | Confessions (Expanded Edition) | 00:04:10 | 5rb9QrpfcKFHM1EUbSIurX | USAR10301423 | 2004-03-23 | 88
USHER | Confessions Part II | Confessions (Expanded Edition) | 00:03:31 | 7wBThXx7BGZHJJ3aN3OPvv | USAR10400973 | 2004-03-23 | 72
Maroon 5 | She Will Be Loved | Songs About Jane | 00:04:17 | 7sapKrjDij2fpDVj0GxP66 | USJAY0300082 | 2002-06-25 | 76
JayXander | HOODIES | Toxic Trait Sandwich | 00:03:00 | 58sImTvRzYPn6hLNQol2a5 | QZNWR2017400 | 2021-09-17 | 37
Mumford & Sons | I Will Wait | Babel (Deluxe Edition) | 00:04:36 | 3kyxRga5wDGbKdmxXssbps | GBUM71204769 | 2012-09-21 | 0
Far East Movement; The Cataracs; DEV | Like A G6 | Free Wired | 00:03:36 | 4DvhkX2ic4zWkQeWMwQ2qf | USUM71008138 | 2010-01-01 | 73
Far East Movement; Ryan Tedder; Ruff Loaderz | Rocketeer | Free Wired | 00:03:31 | 45sDIKapDyxPl307QpEAwl | USUM71022782 | 2010-01-01 | 71
Flo Rida; David Guetta | Club Can't Handle Me (feat. David Guetta) | Only One Flo (Part 1) | 00:03:54 | 6ebkx7Q5tTxrCxKq4GYj0Y | USAT21001281 | 2010-11-24 | 83
Outkast | Hey Ya! | Speakerboxxx/The Love Below | 00:03:55 | 2PpruBYCo4H7WOBJ7Q2EwM | USAR10300924 | 2003 | 85
Jason Mraz | I'm Yours | We Sing. We Dance. We Steal Things. (Bonus Tracks Version) | 00:04:02 | 3S0OXQeoh0w6AY8WQVckRW | USEE10800667 | 2008-05-01 | 82
RAT BOY; IBDY | Who's Ready for Tomorrow | Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack) | 00:01:56 | 4mn5HdatHKN7iFGDes9G8i | USLS52081703 | 2020-12-18 | 70
Rosa Walton; Hallie Coggins | I Really Want to Stay at Your House | Cyberpunk 2077: Radio, Vol. 2 (Original Soundtrack) | 00:04:06 | 7mykoq6R3BArsSpNDjFQTm | USLS52081705 | 2020-12-18 | 78
Rick Ross; Wale; Drake | Diced Pineapples | God Forgives, I Don't (Deluxe Edition) | 00:04:36 | 27mF2eUbhExYWiOT0y9cuc | USUM71207096 | 2012-01-01 | 64
Quinn XCII; Logic | A Letter To My Younger Self (feat. Logic) | A Letter to My Younger Self (feat. Logic) | 00:03:32 | 5hHa6LvdhHCLex2qgGUVnq | USSM12002052 | 2020-05-29 | 0
Michelle Branch | Everywhere | The Spirit Room | 00:03:34 | 1u0l8zWpQeMYStFkc2mLD7 | USMV20100080 | 2001-07-31 | 70
American Authors | I'm Born To Run | What We Live For | 00:03:26 | 6zDs6zI94L761vd0cVScTT | USUM71602522 | 2016-07-01 | 63
American Authors | Pocket Full Of Gold | What We Live For | 00:03:00 | 4KSQ9el0QgTKKie5oCtKLe | USUM71602527 | 2016-07-01 | 51
The Ting Tings | That's Not My Name | We Started Nothing | 00:05:10 | 1i1OuCNhNf7JwrlWlFZFu1 | GBARL0800038 | 2007 | 65
Imagine Dragons; JID; Arcane; League of Legends | Enemy (with JID) - from the series Arcane League of Legends | Enemy (with JID) [from the series Arcane League of Legends] | 00:02:53 | 1r9xUipOqoNwggBpENDsvJ | USUM72119916 | 2021-10-28 | 78
AJR | Maybe Man | The Maybe Man | 00:03:40 | 7fhiGdj0nn0ZCmIAocG8G0 | USUG12305399 | 2023-11-10 | 61
AJR | Touchy Feely Fool | The Maybe Man | 00:03:35 | 3PY47EpOouHdbDI4z5jw3v | USUG12305393 | 2023-11-10 | 59
AJR | Yes I'm A Mess | The Maybe Man | 00:02:44 | 3LDNcikQd7Zui9gJCISTtR | USUG12305391 | 2023-11-10 | 68
AJR | The Dumb Song | The Maybe Man | 00:03:45 | 5tghCofVIlv3FRf8plpCLi | USUG12302239 | 2023-11-10 | 54
AJR | Inertia | The Maybe Man | 00:03:40 | 2IA1ctUxjk865QW3CpIuZk | USUG12305407 | 2023-11-10 | 64
AJR | Hole in the Bottom of My Brain | The Maybe Man | 00:03:07 | 3YQlGFWZGltxXw7hsKxz8C | USUG12305415 | 2023-11-10 | 52
AJR | The DJ is Crying for Help | The Maybe Man | 00:03:39 | 07gQSDcN9CWD64CsfQ53DT | USUG12208458 | 2023-11-10 | 54
AJR | I Won't | The Maybe Man | 00:02:48 | 4kqjTJRgfWYREDOtIxLkLC | USUG12205036 | 2023-11-10 | 58
AJR | Steve’s Going to London | The Maybe Man | 00:04:47 | 5d355Q3oJW89fOLwJbpWVE | USUG12305417 | 2023-11-10 | 59
AJR | 2085 | The Maybe Man | 00:05:31 | 5WHwVdTQNWdI8MdLCaibgH | USUG12305421 | 2023-11-10 | 55
The Ready Set | Love Like Woe | I'm Alive, I'm Dreaming (Deluxe) | 00:03:20 | 4XRZbiVdsA5qv6f6qP70lS | USRE11000125 | 2010-06-14 | 55
Bo Burnham | Welcome to the Internet | Inside (The Songs) | 00:04:35 | 25AvaE23MXl06YRtQcQoJS | USA2P2122073 | 2021-06-10 | 0
Robin Thicke; T.I.; Pharrell Williams | Blurred Lines | Blurred Lines (Deluxe) | 00:04:23 | 0n4bITAu0Y0nigrz3MFJMb | USUM71307668 | 2013-01-01 | 79
James Blunt | You're Beautiful | Back to Bedlam | 00:03:29 | 0vg4WnUWvze6pBOJDTq99k | USAT20401588 | 2005-08-08 | 79
Oasis | Wonderwall | Stop The Clocks | 00:04:18 | 2CT3r93YuSHtm57mjxvjhH | GBAAW9500189 | 2006-11-19 | 1
Tinie Tempah; Eric Turner | Written in the Stars (feat. Eric Turner) | Disc-Overy | 00:03:39 | 61HQWI1Woxup7CnGwVUsdI | GB7TP0900044 | 2010-05-31 | 55
Panic! At The Disco | This Is Gospel | Too Weird to Live, Too Rare to Die! | 00:03:07 | 3yZQk5PC52CCmT4ZaTIKvv | USAT21302000 | 2013-10-04 | 67
Bruno Mars | It Will Rain | The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack) | 00:04:17 | 0RUGuh2uSNFJpGMSsD1F5C | USAT21102075 | 2011-11-04 | 75
Wild Party | OutRight | Phantom Pop | 00:02:42 | 6TGapnqEUkkSBanKyn5qYy | US5261419802 | 2014-10-07 | 50
Lupe Fiasco | The Show Goes On | Lasers | 00:03:59 | 4NTWZqvfQTlOMitlVn6tew | USAT21002369 | 2011-03-04 | 73
Lady Gaga | Paparazzi | The Fame | 00:03:28 | 7Hqig8kp32q2Ire3ECQvWM | USUM70824408 | 2008-01-01 | 77
Mac Miller; Empire Of The Sun | The Spins | K.I.D.S. | 00:03:15 | 7BcOUi4FQ3wBLmNTW0yfCR | USA2P2015959 | 2010-08-13 | 74
Ricky Martin | Livin' la Vida Loca | Ricky Martin | 00:04:03 | 0Ph6L4l8dYUuXFmb71Ajnd | NLB639920005 | 1999 | 78
Smallpools | Million Bucks | Million Bucks | 00:03:59 | 6Hx7kdHB9kGdxnw2EwSx2V | GBWWP1702933 | 2017-06-09 | 0
Maroon 5; Christina Aguilera | Moves Like Jagger - Studio Recording From The Voice Performance | Moves Like Jagger | 00:03:21 | 7jEUxosffRXOZ7rNSajygF | USUM71109132 | 2011-06-22 | 1
Disclosure; Sam Smith | Latch | Settle (Deluxe) | 00:04:15 | 1DunhgeZSEgWiIYbHqXl0c | GBUM71302810 | 2013-06-03 | 71
Natasha Bedingfield | Unwritten | Unwritten | 00:04:19 | 1D1nixOVWOxvNfWi0UD7VX | GBARL0400707 | 2004-09-06 | 9
A.R. Rahman; The Pussycat Dolls; Nicole Scherzinger | Jai Ho! (You Are My Destiny) | Jai Ho! (You Are My Destiny) | 00:03:42 | 7Kpqjspw4Y7HrvItIRcBiW | USUM70954362 | 2009-01-01 | 67
A Tribe Called Quest; Diamond D; Lord Jamar; Sadat X | Show Business (feat. Diamond D, Lord Jamar & Sadat X) | The Low End Theory | 00:03:53 | 2wS1PObRyCywHdmog5eOWW | USJI10300155 | 1991-09-24 | 50
Clean Bandit; Demi Lovato | Solo (feat. Demi Lovato) | Solo (feat. Demi Lovato) | 00:03:42 | 6kPJZM97LwdG9QIsT7khp6 | GBAHS1800328 | 2018-05-17 | 71
Eve 6 | Inside Out | Eve 6 | 00:03:39 | 4GiVcDqNQI0fc0yYuRGH9m | USRC19806848 | 1998 | 69
AJR | Let the Games Begin | Let the Games Begin | 00:03:21 | 2pwnEzgIzYL4AOw4ousjkB | TCACJ1506134 | 2015-10-23 | 53
Maroon 5 | Wait | Red Pill Blues (Deluxe) | 00:03:10 | 4lUnFLtn8w3W76FiYDRzmO | USUM71710370 | 2017-11-03 | 0
Fort Minor; Holly Brook; Jonah Matranga | Where'd You Go (feat. Holly Brook & Jonah Matranga) | The Rising Tied (Deluxe Edition) | 00:03:51 | 1GHqc0e7PQ6aEyGlvfSJzS | USWB10504785 | 2005 | 56
Florence + The Machine | Dog Days Are Over | Lungs (Deluxe Version) | 00:04:12 | 456WNXWhDwYOSf5SpTuqxd | GBUM70900209 | 2009 | 82
Rag'n'Bone Man | Human | Human (Deluxe) | 00:03:20 | 58zsLZPvfflaiIbNWoA22O | GBARL1600665 | 2017-02-10 | 82
Imagine Dragons | On Top Of The World | Night Visions (Deluxe) | 00:03:09 | 6KuHjfXHkfnIjdmcIvt9r0 | USUM71201073 | 2012-09-04 | 71
Imagine Dragons | Round And Round | Night Visions (Deluxe) | 00:03:16 | 6pLhhL7EzoVWoyvyTBjqP6 | USUM71201075 | 2012-09-04 | 44
Lil Wayne | How To Love | Tha Carter IV (Deluxe) | 00:04:00 | 4aX4Oycsk1fhHIee1zqsDe | USCM51100147 | 2011-01-01 | 0
Bruno Mars | Grenade | Doo-Wops & Hooligans | 00:03:42 | 2tJulUYLDKOg9XrtVkMgcJ | USAT21001883 | 2010-05-11 | 81
Bruno Mars | Just the Way You Are | Doo-Wops & Hooligans | 00:03:40 | 7BqBn9nzAq8spo5e7cZ0dJ | USAT21001269 | 2010-05-11 | 89
Bruno Mars | The Lazy Song | Doo-Wops & Hooligans | 00:03:09 | 1ExfPZEiahqhLyajhybFeS | USAT21001886 | 2010-05-11 | 77
Bruno Mars | Marry You | Doo-Wops & Hooligans | 00:03:50 | 22PMfvdz35fFKYnJyMn077 | USAT21001887 | 2010-05-11 | 81
Imagine Dragons | It's Time | Night Visions (Deluxe) | 00:03:57 | 3xqF04FdMK7gpIPG3SPFpY | USUM71200987 | 2012-09-04 | 3
No Secrets | Kids In America | No Secrets | 00:03:04 | 0bwTeIQ0rsuv7KQXZir6MT | USJI10100510 | 2002-08-26 | 35
Ed Sheeran | Thinking out Loud | x (Deluxe Edition) | 00:04:41 | 34gCuhDGsG4bRPIf9bb02f | GBAHS1400099 | 2014-06-21 | 85
Olly Murs; Flo Rida | Troublemaker (feat. Flo Rida) | Right Place Right Time (Deluxe) | 00:03:05 | 0gRczqVHrEQQDyizJUtgRc | GBARL1201891 | 2011 | 0
AJR | OK Overture | OK ORCHESTRA | 00:04:31 | 4NgsFDgvexIMJdvLsKKXeB | QMRSZ2003327 | 2021-03-26 | 0
AJR | 3 O'Clock Things | OK ORCHESTRA | 00:03:48 | 7JBORNKYEw0ubz6VyzS6DM | QMRSZ2003328 | 2021-03-26 | 0
AJR | My Play | OK ORCHESTRA | 00:03:10 | 3rJe5xdaNEuhvGzsldqVGv | QMRSZ2003316 | 2021-03-26 | 0
AJR | Joe | OK ORCHESTRA | 00:03:32 | 3V6lJbJdVTZCLVpuA8r72s | QMRSZ2003319 | 2021-03-26 | 0
AJR | Adventure Is Out There | OK ORCHESTRA | 00:03:31 | 0n56JNrFkvV9PobjydZiSa | QMRSZ2003320 | 2021-03-26 | 0
AJR | Bang! | OK ORCHESTRA | 00:02:50 | 5FQPpxOXsvkMN6v18gtpwY | QMRSZ2000128 | 2021-03-26 | 3
AJR; Blue Man Group | Ordinaryish People (feat. Blue Man Group) | OK ORCHESTRA | 00:03:39 | 3sBdf3nxnEC9e2GcdP9d3j | QMRSZ2003322 | 2021-03-26 | 0
AJR | Humpty Dumpty | OK ORCHESTRA | 00:03:37 | 3H4ZrsDezaN37zplSpXUWd | QMRSZ2003323 | 2021-03-26 | 0
AJR | World's Smallest Violin | OK ORCHESTRA | 00:03:00 | 3jHBgKdLCf46aP3HRI0WYv | QMRSZ2003324 | 2021-03-26 | 2
AJR | Way Less Sad | OK ORCHESTRA | 00:03:26 | 6g3XrmNrWVa33dZuxIhMbF | QMRSZ2003325 | 2021-03-26 | 1
AJR | Christmas in June | OK ORCHESTRA | 00:04:39 | 4YyBL0KHcqo3LclmmMrl8g | QMRSZ2003326 | 2021-03-26 | 0
Demi Lovato | Give Your Heart a Break | Unbroken | 00:03:25 | 3sP3c86WFjOzHHnbhhZcLA | USHR11132994 | 2011-01-01 | 74
Ellie Goulding | Love Me Like You Do - From "Fifty Shades Of Grey" | Delirium (Deluxe) | 00:04:12 | 3zHq9ouUJQFQRf3cm1rRLu | GBUM71406823 | 2015-11-06 | 80
*NSYNC | Bye Bye Bye | No Strings Attached | 00:03:20 | 62bOmKYxYg7dhrC6gH9vFn | USJI10000001 | 2000-03-21 | 83
*NSYNC | It's Gonna Be Me | No Strings Attached | 00:03:12 | 2AW37v0bDyuOzGP3XnmFuA | USJI10000043 | 2000-03-21 | 74
Kanye West | POWER | My Beautiful Dark Twisted Fantasy | 00:04:52 | 2gZUPNdnz5Y45eiGxpHGSc | USUM71018220 | 2010-11-22 | 80
Queen | Don't Stop Me Now - Remastered 2011 | Jazz (Deluxe Remastered Version) | 00:03:29 | 7hQJA50XrCWABAu5v6QZ4i | GBUM71029610 | 1978-11-10 | 77
Demi Lovato | Sorry Not Sorry | Tell Me You Love Me | 00:03:23 | 3Du2K5dLzmduCNp6uwuaL0 | USUM71707196 | 2017-09-29 | 1
Yellowcard | Ocean Avenue | Ocean Avenue | 00:03:18 | 23oxJmDc1V9uLUSmN2LIvx | USCA20300233 | 2003-01-01 | 75
Kevin Walkman; Mickey Darling | OhNo! | OhNo! | 00:03:07 | 37JoRcYtA30gqhRc8wCOQj | QZK6Q2080246 | 2020-08-19 | 0
Train | Play That Song | a girl a bottle a boat | 00:04:03 | 77hjM9bMmgfTGJXv14UFmi | USSM11607746 | 2017-01-27 | 65
Justin Timberlake | Mirrors - Radio Edit | Mirrors (Radio Edit) | 00:04:37 | 6ToFxXRBtl5TJFEyIoYK3f | USRC11300246 | 2013-02-11 | 63
Carly Rae Jepsen | Call Me Maybe | Kiss (Deluxe) | 00:03:13 | 3TGRqZ0a2l1LRblBkJoaDx | CAB391100615 | 2012-01-01 | 76
My Chemical Romance | Welcome to the Black Parade | The Black Parade / Living with Ghosts (The 10th Anniversary Edition) | 00:05:11 | 7dN52YlyGl6c9tmxdv6zMp | USRE10602613 | 2016-09-23 | 48
Fall Out Boy | Dance, Dance | From Under The Cork Tree Limited Tour Edition | 00:03:00 | 5Xbx9mAWoTiLbMOMQofoE6 | USDJ20500174 | 2006-01-01 | 56
Fall Out Boy | Sugar, We're Goin Down | From Under The Cork Tree Limited Tour Edition | 00:03:49 | 5h1Dfnx9YI3A3lCrTyVbuP | USIR20500201 | 2006-01-01 | 43
Fall Out Boy | A Little Less Sixteen Candles, A Little More "Touch Me" | From Under The Cork Tree Limited Tour Edition | 00:02:49 | 7lUkWJ4tBAovjDibEtcVt7 | USDJ20500171 | 2006-01-01 | 41
lovelytheband | make you feel pretty | finding it hard to smile | 00:03:50 | 4hTApLB99sWDeb1RPsrSye | US4E41746603 | 2018-08-03 | 47
lovelytheband | broken | finding it hard to smile | 00:03:24 | 6XcfKZvJio9Z0fQy11GnNX | US3DF1712109 | 2018-08-03 | 69
lovelytheband | these are my friends | finding it hard to smile | 00:03:28 | 3lPj2nA1lIrWIpbnhNG57v | USQX91800801 | 2018-08-03 | 46
Maroon 5 | Maps | V | 00:03:09 | 4gbVRS8gloEluzf0GzDOFc | USUM71407116 | 2014-09-02 | 86
Maroon 5 | Animals | V | 00:03:51 | 2bL2gyO6kBdLkNSkxXNh6x | USUM71409576 | 2014-09-02 | 83
The Maine | Another Night On Mars | American Candy | 00:04:26 | 3oe574OaDVi0qyTyk8PNaX | QMHPC1300087 | 2015-03-31 | 0
JAY-Z; Rihanna; Kanye West | Run This Town | The Blueprint 3 | 00:04:27 | 7LR85XLWw2yXqKBSI5brbG | USJZ10900010 | 2009-09-08 | 80
JAY-Z; Alicia Keys | Empire State Of Mind | The Blueprint 3 | 00:04:36 | 2igwFfvr1OAGX9SKDCPBwO | USJZ10900031 | 2009-09-08 | 84
FOX ROYALE | Don't Call Me When You're Lonely | Don't Call Me When You're Lonely | 00:02:41 | 1RFw3WP9vBrOzUTVyr2wxe | QMEZE1949234 | 2020-03-06 | 32
Pitbull; Christina Aguilera | Feel This Moment (feat. Christina Aguilera) | Global Warming: Meltdown (Deluxe Version) | 00:03:49 | 0Hf4aIJpsN4Os2f0y0VqWl | USRC11201328 | 2012 | 84
Pitbull | Back in Time - featured in "Men In Black 3" | Global Warming: Meltdown (Deluxe Version) | 00:03:27 | 3eQlGeyuSibgAGPEJugaDW | USRC11200227 | 2012 | 60
Lady Gaga | Poker Face | The Fame | 00:03:57 | 0WfKDYeUAoLA3vdvLKKWMW | USUM70824409 | 2008-01-01 | 8
Fall Out Boy | Dead On Arrival | Believers Never Die - Greatest Hits | 00:03:15 | 3sA2IipqcpvX6feZGN1KqZ | US56V0506102 | 2009-01-01 | 30
Coldplay | A Sky Full of Stars | Ghost Stories | 00:04:27 | 0FDzzruyVECATHXKHFs9eJ | GBAYE1400217 | 2014-05-16 | 90
The Chainsmokers; ROZES | Roses | Roses | 00:03:46 | 3vv9phIu6Y1vX3jcqaGz5Z | USQX91500801 | 2015-06-16 | 82
We The Kings | Say You Like Me | Sunshine State of Mind | 00:03:30 | 4P3szOfvcaRQcERvg7e8CD | USZXT1112502 | 2011-07-12 | 0
Maroon 5 | Misery | Hands All Over (Deluxe) | 00:03:36 | 6KBYk8OFtod7brGuZ3Y67q | USUM71015280 | 2010 | 66
Avicii | Wake Me Up | True | 00:04:07 | 0nrRP2bk19rLc0orkWPQk2 | SEUM71301326 | 2013-01-01 | 88
Destiny's Child | Survivor | Survivor | 00:04:14 | 2Mpj1Ul5OFPyyP4wB62Rvi | USSM10019326 | 2001-05-01 | 71
The Calling | Wherever You Will Go | Camino Palmero | 00:03:28 | 5QpaGzWp0hwB5faV8dkbAz | USRC10001047 | 2001 | 79
Rihanna | SOS | A Girl Like Me | 00:03:58 | 30cSNer6TV8x2utjULVeQ5 | USUM70507379 | 2006-04-10 | 81
half•alive | still feel. | Now, Not Yet | 00:04:07 | 48XkVAagIoQHCsOlJtXUd5 | GBKPL1814938 | 2019-08-09 | 66
OneRepublic | Stop And Stare | Dreaming Out Loud | 00:03:43 | 48s0QHJgmiNsth3WEO6U4M | USUM70758804 | 2007-01-01 | 64
OneRepublic | Apologize | Dreaming Out Loud | 00:03:28 | 1NrJYpdAi7uosDRPmSYrsG | USUM70757102 | 2007-01-01 | 71
Lady Gaga | The Edge Of Glory | Born This Way | 00:05:20 | 0JNdS1n0ifOP25XvhwAMgM | USUM71106458 | 2011-01-01 | 67
Fall Out Boy; Wyclef Jean | Dear Future Self (Hands Up) | Believers Never Die - Greatest Hits (Volume Two) | 00:02:50 | 1tm4Bl2E5RwTevOiBs4gtH | USUG11901490 | 2019-11-15 | 49
Fall Out Boy | Bob Dylan | Believers Never Die - Greatest Hits (Volume Two) | 00:03:13 | 3liDoBAc3NGI8tmWUTOAed | USUM71920730 | 2019-11-15 | 50
Rex Orange County | Television / So Far So Good | Apricot Princess | 00:04:22 | 5OUTFH5acycdnf8OVo21Gv | US23A1500497 | 2017-04-26 | 2
Hajaj | High No More | High No More | 00:03:18 | 71p2ub5QJhJTzfvXbXaUXd | USUYG1389847 | 2021-09-24 | 75
GASHI; French Montana; DJ Snake | Creep On Me | Creep On Me | 00:03:14 | 1MUL6DO2gVimj2YrVedubd | USRC11803059 | 2018-08-22 | 54
Weezer | Island In The Sun | Weezer | 00:03:20 | 2MLHyLy5z5l5YRp7momlgw | USIR10110358 | 2001-05-15 | 82
The Weeknd; Daft Punk | Starboy | Starboy | 00:03:50 | 7MXVkk9YMctZqd1Srtv4MB | USUG11600976 | 2016-11-25 | 91
Journey | Any Way You Want It | Departure | 00:03:21 | 71SvEDmsOwIWw1IozsZoMA | USSM18100114 | 1980 | 76
P!nk | Blow Me (One Last Kiss) | The Truth About Love | 00:04:15 | 4k80K0b6KZ2QjAYkXON7q6 | USRC11200669 | 2012-09-18 | 69
P!nk | Try | The Truth About Love | 00:04:07 | 1jF7IL57ayN4Ity3jQqGu0 | USRC11200785 | 2012-09-18 | 85
P!nk; Nate Ruess | Just Give Me a Reason (feat. Nate Ruess) | The Truth About Love | 00:04:02 | 1mKXFLRA179hdOWQBwUk9e | USRC11200786 | 2012-09-18 | 87
Taylor Swift | Blank Space | 1989 | 00:03:51 | 1p80LdxRV74UKvL8gnD7ky | USCJY1431309 | 2014-10-27 | 74
Taylor Swift | Shake It Off | 1989 | 00:03:39 | 5xTtaWoae3wi06K5WfVUUH | USCJY1431349 | 2014-10-27 | 73
Taylor Swift | Bad Blood | 1989 | 00:03:31 | 273dCMFseLcVsoSWx59IoE | USCJY1431369 | 2014-10-27 | 63
Taylor Swift | Wildest Dreams | 1989 | 00:03:40 | 59HjlYCeBsxdI0fcm3zglw | USCJY1431379 | 2014-10-27 | 68
MAGIC! | Rude | Rude | 00:03:44 | 3tCwjWLicbjsMCvXhN0WOE | CAV161300016 | 2013-10-11 | 67
Coldplay | Paradise | Mylo Xyloto | 00:04:38 | 6nek1Nin9q48AVZcWs9e9D | GBAYE1101143 | 2011-10-24 | 87
The Chainsmokers; Daya | Don't Let Me Down | Don't Let Me Down | 00:03:28 | 1i1fxkWeaMmKEB4T7zqbzK | USQX91600011 | 2016-02-05 | 84
Naughty Boy; Sam Smith | La La La | Hotel Cabana (Deluxe Version) | 00:03:42 | 36pLU2ywVeBKEF0rrKtmCB | GBAAA1300148 | 2014-01-01 | 69
Mac Miller; Miguel | Weekend (feat. Miguel) | GO:OD AM | 00:03:28 | 6GnhWMhgJb7uyiiPEiEkDA | USWB11508643 | 2015-09-18 | 79
Tobe Nwigwe; David Michael Wyatt | I'M DOPE (feat. DAVID MICHAEL WYATT) | I'M DOPE | 00:03:23 | 3z6ErCqNLgspjTSlKMGyFZ | QZ85M1801405 | 2018-07-29 | 0
Christina Aguilera | Beautiful | Stripped | 00:03:58 | 3TCauNPqFiniaYHBvEVoHG | USRC10201067 | 2002-07-19 | 71
Weezer | Undone - The Sweater Song - 2024 Remaster | Weezer 30 (Anniversary Super Deluxe) | 00:05:04 | 7sLB67WvAhNuoAauTjakZI | USGF19962905 | 2024-11-01 | 44
Panic! At The Disco | I Write Sins Not Tragedies | A Fever You Can't Sweat Out | 00:03:06 | 4bPQs0PHn4xbipzdPfn6du | US56V0507710 | 2005-09-27 | 75
Sheppard | Geronimo | Bombs Away | 00:03:38 | 19cL3SOKpwnwoKkII7U3Wh | AUIYA1400002 | 2015-03-10 | 59
Sara Bareilles | Love Song | Little Voice | 00:04:18 | 4E6cwWJWZw2zWf7VFbH7wf | USSM10700066 | 2007-07-03 | 78
The Weeknd | Blinding Lights | Blinding Lights | 00:03:21 | 0sf12qNH5qcw8qpgymFOqD | USUG11904206 | 2019-11-29 | 25
OneRepublic | Counting Stars | Native | 00:04:17 | 6sy3LkhNFjJWlaeSMNwQ62 | USUM71301306 | 2014-01-01 | 77
OneRepublic | Love Runs Out | Native | 00:03:44 | 5BJSZocnCeSNeYMj3iVqM7 | USUM71404631 | 2014-01-01 | 65
OneRepublic | If I Lose Myself | Native | 00:04:01 | 7hIRQZhDjab4YgqkkkehV9 | USUM71215640 | 2014-01-01 | 53
OneRepublic | Feel Again | Native | 00:03:05 | 75hLNJfiXV5k2YGrbGEW51 | USUM71209505 | 2014-01-01 | 52
OneRepublic | I Lived | Native | 00:03:54 | 7D49Iig0avHre9RFSUMkd2 | USUM71301307 | 2014-01-01 | 64
Andy Grammer | Keep Your Head Up | Andy Grammer | 00:03:09 | 4Jz4bjXeiF2SXVj9P4YfY5 | USKFE1000058 | 2011-06-14 | 3
Andy Grammer | Fine By Me | Andy Grammer | 00:02:52 | 4wTChU0tU44TAMC0xcQizi | USZXT1108633 | 2011-06-14 | 2
Eminem | Without Me | The Eminem Show | 00:04:50 | 7lQ8MOhq6IN2w8EYcFNSUk | USIR10211038 | 2002-05-26 | 89
Eminem; Nate Dogg | Till I Collapse | The Eminem Show | 00:04:57 | 4xkOaSrkexMciUUogZKVTS | USIR10211066 | 2002-05-26 | 86
Gorillaz; Little Dragon | Empire Ants (feat. Little Dragon) | Plastic Beach | 00:04:43 | 3a6PN6BRB8PP3ms48s7kU1 | GBAYE1000007 | 2010-03-03 | 71
Gorillaz | On Melancholy Hill | Plastic Beach | 00:03:53 | 0q6LuUqGLUiCPP1cbdwFs3 | GBAYE1000010 | 2010-03-03 | 85
Taylor Swift | Love Story | Fearless | 00:03:55 | 1vrd6UOGamcKNGnSHJQlSt | USCJY0803275 | 2008-11-11 | 67
Taylor Swift | You Belong With Me | Fearless | 00:03:51 | 3GCL1PydwsLodcpv0Ll1ch | USCJY0803328 | 2008-11-11 | 68
Katy Perry | Teenage Dream | Teenage Dream | 00:03:47 | 5jzKL4BDMClWqRguW5qZvh | USCA21001255 | 2010-01-01 | 79
Katy Perry | Last Friday Night (T.G.I.F.) | Teenage Dream | 00:03:50 | 3avYqdwHKEq8beXbeWCKqJ | USCA21001264 | 2010-01-01 | 80
Katy Perry; Snoop Dogg | California Gurls | Teenage Dream | 00:03:54 | 6KOEK6SeCEZOQkLj5M1PxH | USCA21001135 | 2010-01-01 | 78
Katy Perry | E.T. | Teenage Dream | 00:03:26 | 4kkeuVl6gF3RMqE4Nn5W3E | USCA21001256 | 2010-01-01 | 67
Foo Fighters | Best of You | In Your Honor | 00:04:15 | 5FZxsHWIvUsmSK1IAvm2pp | USRW30500001 | 2005-06-14 | 77
Rihanna | Where Have You Been | Talk That Talk | 00:04:02 | 5WQQIDU3HRaMyPkob8mpFb | USUM71118074 | 2011-11-18 | 78
Jesse McCartney | Beautiful Soul | Beautiful Soul | 00:03:34 | 1HwpWwa6bnqqRhK8agG4RS | USHR10421324 | 2004-01-01 | 72
The Script | The Man Who Can't Be Moved | The Script | 00:04:01 | 4AFwnrH5atiJoAd5xS5QtR | GBARL0800144 | 2008-07-14 | 72
We The Kings | Queen of Hearts | Somewhere Somehow | 00:03:34 | 2175SEVUYi90KNKHX4NqmV | QMRSZ1701822 | 2013-01-01 | 0
We The Kings; Elena Coats | Sad Song (feat. Elena Coats) | Somewhere Somehow | 00:03:46 | 05CrK6Q5VGtfPDtyQFJ4Kf | QMGKG1300017 | 2013-01-01 | 1
The Wanted | Glad You Came | Battleground (Deluxe Edition) | 00:03:17 | 5yDL13y5giogKs2fSNf7sj | GBUM71104495 | 2011-01-01 | 79
Imagine Dragons | Next To Me | Evolve | 00:03:50 | 2LaCyasH2uVsTPrO3bgLEK | USUM71704654 | 2017-06-23 | 0
Imagine Dragons | Walking The Wire | Evolve | 00:03:52 | 7FEK6qM3vmNW2c49PSANoQ | USUM71704648 | 2017-06-23 | 0
Imagine Dragons | Yesterday | Evolve | 00:03:25 | 4F4skIPOcmPAEVQauG3GVB | USUM71704651 | 2017-06-23 | 0
